,EOD_Code,EOD_Exchange,EOD_Name,EOD_Type,EOD_Country,EOD_Currency,EOD_ISIN,EOD_previousClose,EOD_previousCloseDate,Origin_Stock,Origin_Name,Origin_Country,list_isin_2,country_by_isin
9338,RBL,AU,Redbubble Ltd,Common Stock,Australia,AUD,AU000000RBL2,1.12,2022-08-04,RBL,REDBUBBLE LTD,Australia,AU,Australia
9339,1622,HK,Redco Properties Group Ltd,Common Stock,Hong Kong,HKD,KYG733101318,1.83,2022-08-04,1622,REDCO PROPERTIES GROUP LTD,Hong Kong,KY,Hong Kong
9340,RDFN,US,Redfin Corp,Common Stock,USA,USD,US75737F1084,8.8,2022-08-03,RDFN,REDFIN CORP,United States of America,US,USA
9341,RFX,AU,RedFlow Ltd,Common Stock,Australia,AUD,AU000000RFX8,0.048,2022-08-04,RFX,REDFLOW LTD,Australia,AU,Australia
9342,RDHL,US,Redhill Biopharma Ltd,Common Stock,USA,USD,US7574681034,0.9688,2022-08-03,RDHL,REDHILL BIOPHARMA LTD-SP ADR,United States of America,US,USA
9343,REDINGTON,NSE,Redington (India) Limited,Common Stock,India,INR,INE891D01026,139.55,2022-08-04,REDINGTON,REDINGTON INDIA LTD,India,IN,India
9344,REDINGTON,BSE,REDINGTON (INDIA) LTD.,Common Stock,India,INR,INE891D01026,139.65,2022-08-04,REDINGTON,REDINGTON INDIA LTD,India,IN,India
9345,KUT,V,Redishred Capital Corp,Common Stock,Canada,CAD,CA7574891098,0.7,2022-08-03,KUT,REDISHRED CAPITAL CORP.,Canada,CA,Canada
9346,RDW,LSE,Redrow PLC,Common Stock,UK,GBX,GB00BG11K365,579.0,2022-08-03,RDW,REDROW PLC,United Kingdom,GB,UK
9347,RDS,AU,Redstone Resources Ltd,Common Stock,Australia,AUD,AU000000RDS3,0.008,2022-08-04,RDS,REDSTONE RESOURCES LTD,Australia,AU,Australia
9348,1996,HK,Redsun Properties Group Ltd,Common Stock,Hong Kong,HKD,KYG7459A1013,1.33,2022-08-04,1996,REDSUN PROPERTIES GROUP LTD,Hong Kong,KY,Hong Kong
9349,RDWD,US,Redwood Group Intl,Common Stock,USA,USD,US7580541008,0.0001,2022-08-03,RDWD,REDWOOD GROUP INTERNATIONAL,United States of America,US,USA
9350,RWT,US,Redwood Trust Inc,Common Stock,USA,USD,US7580754023,8.16,2022-08-03,RWT,REDWOOD TRUST INC,United States of America,US,USA
9351,REDX,LSE,Redx Pharma Plc,Common Stock,UK,GBX,GB00BSNB6S51,61.5,2022-08-03,REDX,REDX PHARMA PLC,United Kingdom,GB,UK
9352,RBZHF,US,Reebonz Holding Ltd,Common Stock,USA,USD,KYG7457R1222,0.0001,2022-08-02,RBZHF,REEBONZ HOLDING LTD,United States of America,KY,Hong Kong
9353,REH,AU,Reece Ltd,Common Stock,Australia,AUD,AU000000REH4,15.47,2022-08-04,REH,REECE LTD,Australia,AU,Australia
9354,REED,US,Reed’s Inc,Common Stock,USA,USD,US7583381071,0.19,2022-08-03,REED,REEDS INC,United States of America,US,USA
9355,RLC,AU,Reedy Lagoon Corporation Ltd,Common Stock,Australia,AUD,AU000000RLC0,0.014,2022-08-04,RLC,REEDY LAGOON CORP LTD,Australia,AU,Australia
9356,RCT,AU,Reef Casino Trust,Common Stock,Australia,AUD,AU000000RCT3,3,2022-08-04,RCT,REEF CASINO TRUST,Australia,AU,Australia
9357,RLTR,US,Reeltime Rentals Inc,Common Stock,USA,USD,US75845Y2054,0.01,2022-08-03,RLTR,REELTIME RENTALS INC,United States of America,US,USA
9358,5EC,SG,Reenova Investment Holding Limited,Common Stock,Singapore,SGD,SG1P04916067,0.003,2022-08-03,5EC,REENOVA INVESTMENT HOLDING L,Singapore,SG,Singapore
9359,REFEX,NSE,Refex Industries Limited,Common Stock,India,INR,INE056I01017,130.15,2022-08-04,REFEX,REFEX INDUSTRIES LTD,India,IN,India
9360,REFEX,BSE,Refex Industries Limited,Common Stock,India,INR,INE056I01017,129.4,2022-08-04,REFEX,REFEX INDUSTRIES LTD,India,IN,India
9361,UV1,SG,Regal International Group Ltd,Common Stock,Singapore,SGD,SG1AE0000008,0.115,2022-08-03,UV1,REGAL INTERNATIONAL GROUP LT,Singapore,SG,Singapore
9362,1881,HK,Regal Real Estate Investment Trust,Common Stock,Hong Kong,HKD,HK1881037571,1.24,2022-08-04,1881,REGAL REAL ESTATE INVESTMENT,Hong Kong,HK,HK
9363,RGBP,US,Regen BioPharma Inc,Common Stock,USA,USD,US75886M1027,0.007,2022-08-03,RGBP,REGEN BIOPHARMA INC,United States of America,US,USA
9364,REG,US,Regency Centers Corporation,Common Stock,USA,USD,US7588491032,62.81,2022-08-03,REG,REGENCY CENTERS CORP,United States of America,US,USA
9365,REGN,US,Regeneron Pharmaceuticals Inc,Common Stock,USA,USD,US75886F1075,608.77,2022-08-03,REGN,REGENERON PHARMACEUTICALS,Germany,US,USA
9366,RGRX,US,Regenerx Biopharm In,Common Stock,USA,USD,US75886X1081,0.16,2022-08-03,RGRX,REGENERX BIOPHARMACEUTICALS,United States of America,US,USA
9367,RGS,AU,Regeneus Ltd,Common Stock,Australia,AUD,AU000000RGS6,0.053,2022-08-04,RGS,REGENEUS LTD,Australia,AU,Australia
9368,RGIN,US,Regenicin Inc.,Common Stock,USA,USD,US75887Q1022,0.0029,2022-08-02,RGIN,REGENICIN INC,United States of America,US,USA
9369,RGNX,US,Regenxbio Inc,Common Stock,USA,USD,US75901B1070,33.99,2022-08-03,RGNX,REGENXBIO INC,United States of America,US,USA
9370,RGUS,US,REGI US Inc,Common Stock,USA,USD,US7589431045,0.006,2022-08-03,RGUS,REGI US INC,United States of America,US,USA
9371,2199,HK,Regina Miracle Intl (Hldg) Ltd,Common Stock,Hong Kong,HKD,KYG748071019,4.97,2022-08-04,2199,REGINA MIRACLE INTERNATIONAL,Hong Kong,KY,Hong Kong
9372,REX,AU,Regional Express Holdings Ltd,Common Stock,Australia,AUD,AU000000REX1,1.41,2022-08-04,REX,REGIONAL EXPRESS HOLDINGS LT,Australia,AU,Australia
9373,RHE,US,Regional Health Properties Inc,Common Stock,USA,USD,US75903M3097,4.9,2022-08-03,RHE,REGIONAL HEALTH PROPERTIES,United States of America,US,USA
9374,RM,US,Regional Management Corp,Common Stock,USA,USD,US75902K1060,41.23,2022-08-03,RM,REGIONAL MANAGEMENT CORP,United States of America,US,USA
9375,RGL,LSE,Regional REIT Ltd,Common Stock,UK,GBX,GG00BYV2ZQ34,73.6,2022-08-03,RGL,REGIONAL REIT LTD,United Kingdom,GG,UK
9376,RA,MX,Regional S.A.B. de C.V,Common Stock,Mexico,MXN,MX01R0000006,107.52,2022-08-03,RA,REGIONAL SAB DE CV,Mexico,MX,Mexico
9377,RF,US,Regions Financial Corporation,Common Stock,USA,USD,US7591EP1005,21.15,2022-08-03,RF,REGIONS FINANCIAL CORP,Mexico,US,USA
9378,RRL,AU,Regis Resources Ltd,Common Stock,Australia,AUD,AU000000RRL8,1.78,2022-08-04,RRL,REGIS RESOURCES LTD,Australia,AU,Australia
9379,RD1,AU,Registry Direct,Common Stock,Australia,AUD,AU000000RD14,0.017,2022-08-04,RD1,REGISTRY DIRECT LTD,Australia,AU,Australia
9380,RPMT,US,Rego Payment Architectures Inc,Common Stock,USA,USD,US7591411043,1.21,2022-08-03,RPMT,REGO PAYMENT ARCHITECTURES I,United States of America,US,USA
9381,RNI,JSE,Reinet Investments SCA,Common Stock,South Africa,ZAC,LU0383812293,29493.0,2022-08-03,RNI,REINET INVESTMENTS SCA,South Africa,LU,Switzerland
9382,RGA,US,Reinsurance Group of America,Common Stock,USA,USD,US7593516047,115.74,2022-08-03,RGA,REINSURANCE GROUP OF AMERICA,United States of America,US,USA
9383,RET,V,Reitmans Canada Ltd,Common Stock,Canada,CAD,CA7594041062,1.48,2022-08-03,RET,REITMANS (CANADA) LTD,Canada,CA,Canada
9384,REKO,V,Reko International Group Inc,Common Stock,Canada,CAD,CA75941H1064,5,2022-08-02,REKO,REKO INTERNATIONAL GROUP INC,Canada,CA,Canada
9385,REKR,US,Rekor Systems Inc,Common Stock,USA,USD,US7594191048,1.87,2022-08-03,REKR,REKOR SYSTEMS INC,United States of America,US,USA
9386,RELAXO,NSE,Relaxo Footwears Limited,Common Stock,India,INR,INE131B01039,1015.75,2022-08-04,RELAXO,RELAXO FOOTWEARS LTD,India,IN,India
9387,RELAXO,BSE,RELAXO FOOTWEARS LTD.-$,Common Stock,India,INR,INE131B01039,1014.9,2022-08-04,RELAXO,RELAXO FOOTWEARS LTD,India,IN,India
9388,RLV,V,Relevium Technologies Inc,Common Stock,Canada,CAD,CA75942W1023,0.02,2022-08-02,RLV,RELEVIUM TECHNOLOGIES INC,Canada,CA,Canada
9389,RLBY,US,Reliability Incorporated,Common Stock,USA,USD,US7599031074,0.044,2022-08-03,RLBY,RELIABILITY INC,United States of America,US,USA
9390,RCOM,NSE,Reliance Communications Limited,Common Stock,India,INR,INE330H01018,2.2,2022-08-04,RCOM,RELIANCE COMMUNICATIONS LTD,India,IN,India
9391,RCOM,BSE,RELIANCE COMMUNICATIONS LTD.,Common Stock,India,INR,INE330H01018,2.2,2022-08-04,RCOM,RELIANCE COMMUNICATIONS LTD,India,IN,India
9392,RELI,US,Reliance Global Group Inc,Common Stock,USA,USD,US75946W2070,0.913,2022-08-03,RELI,RELIANCE GLOBAL GROUP INC,United States of America,US,USA
9393,RHFL,NSE,Reliance Home Finance Limited,Common Stock,India,INR,INE217K01011,3.3,2022-08-04,RHFL,RELIANCE HOME FINANCE LTD,India,IN,India
9394,RELIANCE,NSE,Reliance Industries Limited,Common Stock,India,INR,INE002A01018,2571.9,2022-08-04,RELIANCE,RELIANCE INDUSTRIES LIMITED,India,IN,India
9395,RELIANCE,BSE,RELIANCE INDUSTRIES LTD.,Common Stock,India,INR,INE002A01018,2571.3999,2022-08-04,RELIANCE,RELIANCE INDUSTRIES LIMITED,India,IN,India
9396,RELINFRA,NSE,Reliance Infrastructure Limited,Common Stock,India,INR,INE036A01016,121.35,2022-08-04,RELINFRA,RELIANCE INFRASTRUCTURE LTD,India,IN,India
9397,RELINFRA,BSE,RELIANCE INFRASTRUCTURE LTD.,Common Stock,India,INR,INE036A01016,121.35,2022-08-04,RELINFRA,RELIANCE INFRASTRUCTURE LTD,India,IN,India
9398,RPOWER,NSE,Reliance Power Limited,Common Stock,India,INR,INE614G01033,13.2,2022-08-04,RPOWER,RELIANCE POWER LIMITED,India,IN,India
9399,RPOWER,BSE,RELIANCE POWER LTD.,Common Stock,India,INR,INE614G01033,13.24,2022-08-04,RPOWER,RELIANCE POWER LIMITED,India,IN,India
9400,RWC,AU,Reliance Worldwide Corporation Ltd,Common Stock,Australia,AUD,AU000000RWC7,4.43,2022-08-04,RWC,RELIANCE WORLDWIDE CORP LTD,Australia,AU,Australia
9401,RLF,SW,Relief Therapeutics Holding AG,Common Stock,Switzerland,CHF,CH0100191136,0.0366,2022-08-03,RLF,RELIEF THERAPEUTICS HOLDING,Switzerland,CH,Switzerland
9402,RELIGARE,NSE,Religare Enterprises Limited,Common Stock,India,INR,INE621H01010,130.05,2022-08-04,RELIGARE,RELIGARE ENTERPRISES LIMITED,India,IN,India
9403,RELIGARE,BSE,RELIGARE ENTERPRISES LTD.,Common Stock,India,INR,INE621H01010,129.95,2022-08-04,RELIGARE,RELIGARE ENTERPRISES LIMITED,India,IN,India
9404,RELV,US,Reliv International Inc,Common Stock,USA,USD,US75952R3084,4.97,2022-08-03,RELV,RELIV INTERNATIONAL INC,United States of America,US,USA
9405,8876,TSE,Relo Holdings Inc,Common Stock,Japan,JPY,JP3755200007,2171,2022-08-04,8876,RELO GROUP INC,Japan,JP,Japan
9406,REL,LSE,Relx PLC,Common Stock,UK,GBX,GB00B2B0DG97,2432.0,2022-08-03,REL,RELX PLC,Netherlands,GB,UK
9407,MARK,US,Remark Holdings Inc,Common Stock,USA,USD,US75955K1025,0.45,2022-08-03,MARK,REMARK HOLDINGS INC,United States of America,US,USA
9408,REMI,US,Remedent Inc,Common Stock,USA,USD,US75954T1043,0.17,2022-08-03,REMI,REMEDENT INC,United States of America,US,USA
9409,REM,JSE,Remgro Ltd,Common Stock,South Africa,ZAC,ZAE000026480,13749,2022-08-03,REM,REMGRO LTD,South Africa,ZA,South Africa
9410,3825,TSE,Remixpoint Inc,Common Stock,Japan,JPY,JP3974900007,477,2022-08-04,3825,REMIXPOINT INC,Japan,JP,Japan
9411,RMSL,US,REMSleep Holdings Inc,Common Stock,USA,USD,US75990A2006,0.0214,2022-08-03,RMSL,REMSLEEP HOLDINGS INC,United States of America,US,USA
9412,RGL,BSE,Renaissance Global Ltd,Common Stock,India,INR,INE722H01024,121.1,2022-08-04,RGL,RENAISSANCE GLOBAL LTD,India,IN,India
9413,RGL,NSE,Renaissance Global Limited,Common Stock,India,INR,INE722H01024,121.85,2022-08-04,RGL,RENAISSANCE GLOBAL LTD,India,IN,India
9414,2378,TSE,Renaissance Inc,Common Stock,Japan,JPY,JP3978800005,966,2022-08-04,2378,RENAISSANCE INC,Japan,JP,Japan
9415,RNR,US,Renaissancere Holdings Ltd,Common Stock,USA,USD,BMG7496G1033,127,2022-08-03,RNR,RENAISSANCERE HOLDINGS LTD,Germany,BM,USA
9416,RNST,US,Renasant Corporation,Common Stock,USA,USD,US75970E1073,33.54,2022-08-03,RNST,RENASANT CORP,United States of America,US,USA
9417,RNU,AU,Renascor Resources Ltd,Common Stock,Australia,AUD,AU000000RNU8,0.215,2022-08-04,RNU,RENASCOR RESOURCES LTD,Australia,AU,Australia
9418,RNO,PA,Renault SA,Common Stock,France,EUR,FR0000131906,29.655,2022-08-03,RNO,RENAULT SA,Switzerland,FR,France
9419,RNX,AU,Renegade Exploration Ltd,Common Stock,Australia,AUD,AU0000009839,0.008,2022-08-04,RNX,RENEGADE EXPLORATION LTD,Australia,AU,Australia
9420,6723,TSE,Renesas Electronics Corp,Common Stock,Japan,JPY,JP3164720009,1311,2022-08-04,6723,RENESAS ELECTRONICS CORP,Mexico,JP,Japan
9421,SOL,US,ReneSola Ltd,Common Stock,USA,USD,US75971T3014,6.54,2022-08-03,SOL,RENESOLA LTD-ADR,United States of America,US,USA
9422,RENE,LSE,ReNeuron Group plc,Common Stock,UK,GBX,GB00BF5G6K95,26.5,2022-08-03,RENE,RENEURON GROUP PLC,United Kingdom,GB,UK
9423,9283,TSE,Renewable Japan Energy Infrastructure Fund Inc,Common Stock,Japan,JPY,JP3048410009,114800,2022-08-04,9283,RENEWABLE JAPAN ENERGY INFRA,Japan,JP,Japan
9424,TRIG,LSE,Renewables Infrastructure Grp,Common Stock,UK,GBX,GG00BBHX2H91,140.6,2022-08-03,TRIG,RENEWABLES INFRASTRUCTURE GR,United Kingdom,GG,UK
9425,RNWF,US,Renewal Fuels Inc,Common Stock,USA,USD,US75971P1012,0.0013,2022-08-03,RNWF,RENEWAL FUELS INC,United States of America,US,USA
9426,RWI,LSE,Renewi PLC,Common Stock,UK,GBX,GB00BNR4T868,769,2022-08-03,RWI,RENEWI PLC,United Kingdom,GB,UK
9427,3941,TSE,Rengo Co Ltd,Common Stock,Japan,JPY,JP3981400009,782,2022-08-04,3941,RENGO CO LTD,Japan,JP,Japan
9428,650,SHE,Renhe Pharmacy Co Ltd,Common Stock,China,CNY,CNE000000NF8,5.82,2022-08-04,650,RENHE PHARMACY CO LTD-A,China,CN,China
9429,RSW,LSE,Renishaw PLC,Common Stock,UK,GBX,GB0007323586,4264,2022-08-03,RSW,RENISHAW PLC,United Kingdom,GB,UK
9430,RCG,US,RENN Fund Inc,Common Stock,USA,USD,US7597201059,2.26,2022-08-03,RCG,RENN FUND INC,United States of America,US,USA
9431,RNO,LSE,Renold,Common Stock,UK,GBX,GB0007325078,24.85,2022-08-03,RNO,RENOLD PLC,United Kingdom,GB,UK
9432,9519,TSE,Renova Inc,Common Stock,Japan,JPY,JP3981200003,2480,2022-08-04,9519,RENOVA INC,Japan,JP,Japan
9433,RCAR,US,RenovaCare Inc,Common Stock,USA,USD,US75988J1060,0.0526,2022-08-03,RCAR,RENOVACARE INC,United States of America,US,USA
9434,RW,V,Renoworks Software Inc,Common Stock,Canada,CAD,CA7598871027,0.35,2022-08-03,RW,RENOWORKS SOFTWARE INC,Canada,CA,Canada
9435,RTO,LSE,Rentokil Initial PLC,Common Stock,UK,GBX,GB00B082RF11,545.2,2022-08-03,RTO,RENTOKIL INITIAL PLC,United Kingdom,GB,UK
9436,RNE,AU,Renu Energy Ltd,Common Stock,Australia,AUD,AU000000RNE2,0.054,2022-08-04,RNE,RENU ENERGY LTD,Australia,AU,Australia
9437,RENU,US,RenuEn Corp,Common Stock,USA,USD,US7601822049,0.0002,2022-08-03,RENU,RENUEN CORP,United States of America,US,USA
9438,REPCOHOME,NSE,Repco Home Finance Limited,Common Stock,India,INR,INE612J01015,151.85,2022-08-04,REPCOHOME,REPCO HOME FINANCE LTD,India,IN,India
9439,REPCOHOME,BSE,REPCO HOME FINANCE LTD.,Common Stock,India,INR,INE612J01015,151.9,2022-08-04,REPCOHOME,REPCO HOME FINANCE LTD,India,IN,India
9440,RP,V,RepliCel Life Sciences Inc,Common Stock,Canada,CAD,CA76027P4006,0.095,2022-08-02,RP,REPLICEL LIFE SCIENCES INC,Canada,CA,Canada
9441,RGEN,US,Repligen Corporation,Common Stock,USA,USD,US7599161095,240.4,2022-08-03,RGEN,REPLIGEN CORP,Germany,US,USA
9442,REPL,US,Replimune Group Inc,Common Stock,USA,USD,US76029N1063,20.49,2022-08-03,REPL,REPLIMUNE GROUP INC,United States of America,US,USA
9443,REPRO,NSE,Repro India Limited,Common Stock,India,INR,INE461B01014,425.35,2022-08-04,REPRO,REPRO INDIA LIMITED,India,IN,India
9444,REPRO,BSE,REPRO INDIA LTD.,Common Stock,India,INR,INE461B01014,426.05,2022-08-04,REPRO,REPRO INDIA LIMITED,India,IN,India
9445,4978,TSE,ReproCell Inc,Common Stock,Japan,JPY,JP3974770004,207,2022-08-04,4978,REPROCELL INC,Japan,JP,Japan
9446,FRBK,US,Republic First Bancorp Inc,Common Stock,USA,USD,US7604161072,3.61,2022-08-03,FRBK,REPUBLIC FIRST BANCORP INC,United States of America,US,USA
9447,8357,HK,Republic Healthcare Ltd,Common Stock,Hong Kong,HKD,KYG7516A1022,0.199,2022-08-04,8357,REPUBLIC HEALTHCARE LTD,Hong Kong,KY,Hong Kong
9448,RSG,US,Republic Services Inc,Common Stock,USA,USD,US7607591002,140.4,2022-08-03,RSG,REPUBLIC SERVICES INC,Mexico,US,USA
9449,RSS,V,Resaas Services Inc,Common Stock,Canada,CAD,CA76083V1013,0.275,2022-08-02,RSS,RESAAS SERVICES INC,Canada,CA,Canada
9450,RAP,AU,Resapp Health Ltd,Common Stock,Australia,AUD,AU000000RAP5,0.19,2022-08-04,RAP,RESAPP HEALTH LTD,Australia,AU,Australia
9451,REFR,US,Research Frontiers Incorporated,Common Stock,USA,USD,US7609111072,1.63,2022-08-03,REFR,RESEARCH FRONTIERS INC,United States of America,US,USA
9452,RSSS,US,Research Solutions Inc,Common Stock,USA,USD,US7610251057,1.81,2022-08-03,RSSS,RESEARCH SOLUTIONS INC,United States of America,US,USA
9453,RGGI,US,Resgreen Group International Inc,Common Stock,USA,USD,US7611271096,0.0202,2022-08-03,RGGI,RESGREEN GROUP INTERNATIONAL,United States of America,US,USA
9454,RESI,LSE,Residential Secure Income plc,Common Stock,UK,GBX,GB00BYSX1508,109.21,2022-08-03,RESI,RESIDENTIAL SECURE INCOME PL,United Kingdom,GB,UK
9455,REZI,US,Resideo Technologies Inc,Common Stock,USA,USD,US76118Y1047,22.8,2022-08-03,REZI,RESIDEO TECHNOLOGIES INC,Mexico,US,USA
9456,RES,JSE,Resilient Property Income Fund Ltd,Common Stock,South Africa,ZAC,ZAE000209557,5652,2022-08-03,RES,RESILIENT REIT LTD,South Africa,ZA,South Africa
9457,RMC,AU,Resimac Group Ltd,Common Stock,Australia,AUD,AU0000033094,1.27,2022-08-04,RMC,RESIMAC GROUP LTD,Australia,AU,Australia
9458,RMD,US,ResMed Inc,Common Stock,USA,USD,US7611521078,239.6,2022-08-03,RMD,RESMED INC,Germany,US,USA
9459,RFP,US,Resolute Forest Products Inc,Common Stock,USA,USD,US76117W1099,20.46,2022-08-03,RFP,RESOLUTE FOREST PRODUCTS,United States of America,US,USA
9460,8308,TSE,Resona Holdings Inc.,Common Stock,Japan,JPY,JP3500610005,502,2022-08-04,8308,RESONA HOLDINGS INC,Japan,JP,Japan
9461,4681,TSE,Resorttrust Inc,Common Stock,Japan,JPY,JP3974450003,2170,2022-08-04,4681,RESORTTRUST INC,Japan,JP,Japan
9462,RBX,AU,Resource Base Ltd,Common Stock,Australia,AUD,AU0000152803,0.135,2022-08-04,RBX,RESOURCE BASE LTD,Australia,AU,Australia
9463,RDG,AU,Resource Development Group,Common Stock,Australia,AUD,AU000000RDG8,0.046,2022-08-04,RDG,RESOURCE DEVELOPMENT GROUP L,Australia,AU,Australia
9464,RES,AU,Resource Generation Limited,Common Stock,Australia,AUD,AU000000RES1,4.608,2022-08-04,RES,RESOURCE GENERATION LIMITED,Australia,AU,Australia
9465,RMI,AU,Resource Mining Corporation,Common Stock,Australia,AUD,AU000000RMI5,0.12,2022-08-04,RMI,RESOURCE MINING CORP LTD,Australia,AU,Australia
9466,RGP,US,Resources Connection Inc,Common Stock,USA,USD,US76122Q1058,21.69,2022-08-03,RGP,RESOURCES CONNECTION INC,United States of America,US,USA
9467,RSPI,US,RespireRx Pharmaceuticals Inc,Common Stock,USA,USD,US7612273059,0.004,2022-08-03,RSPI,RESPIRERX PHARMACEUTICALS IN,United States of America,US,USA
9468,RESPONIND,NSE,Responsive Industries Limited,Common Stock,India,INR,INE688D01026,139.8,2022-08-04,RESPONIND,RESPONSIVE INDUSTRIES LTD,India,IN,India
9469,RESPONIND,BSE,RESPONSIVE INDUSTRIES LTD.,Common Stock,India,INR,INE688D01026,140.25,2022-08-04,RESPONIND,RESPONSIVE INDUSTRIES LTD,India,IN,India
9470,ANCE,US,Restance Inc,Common Stock,USA,USD,US76131Q1040,0.0004,2022-08-02,ANCE,RESTANCE INC,United States of America,US,USA
9471,3156,TSE,Restar Holdings Corp,Common Stock,Japan,JPY,JP3944360001,1964,2022-08-04,3156,RESTAR HOLDINGS CORP,Japan,JP,Japan
9472,QSR,TO,Restaurant Brands International Inc,Common Stock,Canada,CAD,CA76131D1033,70.58,2022-08-03,QSR,RESTAURANT BRANDS INTERN,Mexico,CA,Canada
9473,RESURS,ST,Resurs Holding AB,Common Stock,Sweden,SEK,SE0007665823,23.4,2022-08-03,RESURS,RESURS HOLDING AB,Sweden,SE,Sweden
9474,RVXCF,US,Resverlogix Corp.,Common Stock,USA,USD,CA76128M1086,0.23,2022-08-03,RVXCF,RESVERLOGIX CORP.,United States of America,CA,Canada
9475,RFG,AU,Retail Food Group Ltd,Common Stock,Australia,AUD,AU000000RFG3,0.054,2022-08-04,RFG,RETAIL FOOD GROUP LIMITED,Australia,AU,Australia
9476,RHDGF,US,Retail Holdings NV,Common Stock,USA,USD,ANN741081064,0.6,2022-08-03,RHDGF,RETAIL HOLDINGS NV,United States of America,AN,USA
9477,8167,TSE,Retail Partners Co Ltd,Common Stock,Japan,JPY,JP3873200004,1166,2022-08-04,8167,RETAIL PARTNERS CO LTD,Japan,JP,Japan
9478,RTE,AU,Retech Technology Co Ltd,Common Stock,Australia,AUD,AU000000RTE9,0.14,2022-08-04,RTE,RETECH TECHNOLOGY CO LTD,Australia,AU,Australia
9479,RVP,US,Retractable Technologies Inc,Common Stock,USA,USD,US76129W1053,4.8,2022-08-03,RVP,RETRACTABLE TECHNOLOGIES INC,United States of America,US,USA
9480,RLO,JSE,Reunert,Common Stock,South Africa,ZAC,ZAE000057428,4080,2022-08-03,RLO,REUNERT LTD,South Africa,ZA,South Africa
9481,RGD,V,Reunion Gold Corporation,Common Stock,Canada,CAD,CA76131P1062,0.26,2022-08-03,RGD,REUNION GOLD CORP,Canada,CA,Canada
9482,REVG,US,Rev Group Inc,Common Stock,USA,USD,US7495271071,11.64,2022-08-03,REVG,REV GROUP INC,United States of America,US,USA
9483,RVNC,US,Revance The,Common Stock,USA,USD,US7613301099,18,2022-08-03,RVNC,REVANCE THERAPEUTICS INC,United States of America,US,USA
9484,RVS,AU,Revasum Inc,Common Stock,Australia,AUD,AU0000030959,0.245,2022-08-04,RVS,REVASUM INC-CDI,Australia,AU,Australia
9485,REVATHI,NSE,Revathi Equipment Limited,Common Stock,India,INR,INE617A01013,693.45,2022-08-04,REVATHI,REVATHI EQUIPMENT LTD,India,IN,India
9486,REVATHI,BSE,REVATHI EQUIPMENT LTD.-$,Common Stock,India,INR,INE617A01013,687.1,2022-08-04,REVATHI,REVATHI EQUIPMENT LTD,India,IN,India
9487,RVG,V,Revival Gold Inc,Common Stock,Canada,CAD,CA76151P1018,0.53,2022-08-03,RVG,REVIVAL GOLD INC,Canada,CA,Canada
9488,REV,US,Revlon Inc,Common Stock,USA,USD,US7615256093,7.91,2022-08-03,REV,REVLON INC-CLASS A,United States of America,US,USA
9489,RBG,LSE,Revolution Bars Group Ltd,Common Stock,UK,GBX,GB00BVDPPV41,15,2022-08-03,RBG,REVOLUTION BARS GROUP PLC,United Kingdom,GB,UK
9490,8894,TSE,Revolution Co Ltd,Common Stock,Japan,JPY,JP3772300004,16,2022-08-04,8894,REVOLUTION CO LTD,Japan,JP,Japan
9491,RWLK,US,Rewalk Robotics Ltd,Common Stock,USA,USD,IL0011331076,0.9911,2022-08-03,RWLK,REWALK ROBOTICS LTD,United States of America,IL,Israel
9492,RXH,AU,Rewardle Holdings Ltd,Common Stock,Australia,AUD,AU000000RXH4,0.011,2022-08-04,RXH,REWARDLE HOLDINGS LTD,Australia,AU,Australia
9493,REX,US,REX American Resources Corporation,Common Stock,USA,USD,US7616241052,96.03,2022-08-03,REX,REX AMERICAN RESOURCES CORP,United States of America,US,USA
9494,5WH,SG,Rex International Holding Ltd,Common Stock,Singapore,SGD,SG2G04994999,0.245,2022-08-04,5WH,REX INTERNATIONAL HOLDING,Singapore,SG,Singapore
9495,RXM,AU,Rex Minerals Ltd,Common Stock,Australia,AUD,AU000000RXM4,0.175,2022-08-04,RXM,REX MINERALS LTD,Australia,AU,Australia
9496,RXL,PA,Rexel S.A,Common Stock,France,EUR,FR0010451203,17.405,2022-08-03,RXL,REXEL SA,France,FR,France
9497,REXR,US,Rexford Industrial Realty Inc,Common Stock,USA,USD,US76169C1009,65.19,2022-08-03,REXR,REXFORD INDUSTRIAL REALTY IN,United States of America,US,USA
9498,REY,AU,Rey Resources Ltd,Common Stock,Australia,AUD,AU000000REY9,0.265,2022-08-04,REY,REY RESOURCES LIMITED,Australia,AU,Australia
9499,RZLT,US,Rezolute Inc,Common Stock,USA,USD,US76200L3096,3.17,2022-08-03,RZLT,REZOLUTE INC,United States of America,US,USA
9500,RFIL,US,RF Industries Ltd,Common Stock,USA,USD,US7495521053,6.77,2022-08-03,RFIL,RF INDUSTRIES LTD,United States of America,US,USA
9501,RGCO,US,RGC Resources Inc,Common Stock,USA,USD,US74955L1035,20.51,2022-08-03,RGCO,RGC RESOURCES INC,United States of America,US,USA
9502,T13,SG,RH PetroGas Limited,Common Stock,Singapore,SGD,SG1H00001443,0.21,2022-08-04,T13,RH PETROGAS LTD,Singapore,SG,Singapore
9503,RHM,XETRA,Rheinmetall AG,Common Stock,Germany,EUR,DE0007030009,195.5,2022-08-03,RHM,RHEINMETALL AG,Germany,DE,Germany
9504,RHM,F,Rheinmetall AG,Common Stock,Germany,EUR,DE0007030009,195.65,2022-08-03,RHM,RHEINMETALL AG,Germany,DE,Germany
