new_index,figi,name,ticker,exchCode,compositeFIGI,securityType,marketSector,shareClassFIGI,securityType2,securityDescription,uniqueID,uniqueIDFutOpt
13355,BBG000BK2WC6,SECTOR 10 INC,SECI,US,BBG000BK2WC6,Common Stock,Equity,BBG001SCMM61,Common Stock,SECI,,
13356,BBG000BLQMV9,SECUNET SECURITY NETWORKS AG,YSN,GR,BBG000BLQMV9,Common Stock,Equity,BBG001SB5756,Common Stock,YSN,,
13357,BBG00BYRGP41,SECURA GROUP LTD,SCRG,SP,BBG00BYRGP32,Common Stock,Equity,BBG00BYRGP50,Common Stock,SCRG,,
13358,BBG000BVP714,SECUREWORKS CORP - A,SCWX,US,BBG000BVP714,Common Stock,Equity,BBG001SF9RV0,Common Stock,SCWX,,
13359,BBG000PZFPP5,SECURITIES TRUST OF SCOTLAND,STS,LN,BBG000PZFP57,Closed-End Fund,Equity,BBG001SP3V63,Mutual Fund,STS,,
13360,BBG000BVWG98,SECURITY BANCORP INC / TENN,SCYT,US,BBG000BVWG98,Common Stock,Equity,BBG001S9ZLY5,Common Stock,SCYT,,
13361,BBG000BK0KS7,SECURITY FEDERAL CORP,SFDL,US,BBG000BK0KS7,Common Stock,Equity,BBG001S92KZ2,Common Stock,SFDL,,
13362,BBG000BM7QP6,SECURITY FIRST INTERNATIONAL,SCFR,US,BBG000BM7QP6,Common Stock,Equity,BBG001SDFFK6,Common Stock,SCFR,,
13363,BBG00LLLY522,SECURITY MATTERS LTD,SMX,AU,BBG00LLLY522,Common Stock,Equity,BBG00LLLY531,Common Stock,SMX,,
13364,BBG000BRP0S9,SECURITY NATL CORP SIOUX CTY,SNLC,US,BBG000BRP0S9,Common Stock,Equity,BBG001SDXHV0,Common Stock,SNLC,,
13365,BBG000C4B2F4,SED INTERNATIONAL HLDGS INC,SEDN,US,BBG000C4B2F4,Common Stock,Equity,BBG001S6L170,Common Stock,SEDN,,
13366,,,,,,,,,,,,
13367,BBG000C15SQ8,SEEK LTD,SLD,GR,BBG000C15SQ8,Common Stock,Equity,BBG001SKMW43,Common Stock,SLD,,
13368,BBG000BZ9N90,SEELOS THERAPEUTICS INC,SEEL,US,BBG000BZ9N90,Common Stock,Equity,BBG001S7J019,Common Stock,SEEL,,
13369,,,,,,,,,,,,
13370,,,,,,,,,,,,
13371,BBG000J86ZH9,SEGA SAMMY HOLDINGS INC,RYU,GR,BBG000J86ZH9,Common Stock,Equity,BBG001SJ1RB2,Common Stock,RYU,,
13372,BBG000PYD8F9,SEGO RESOURCES INC,SGZ,CN,BBG000PYD8F9,Common Stock,Equity,BBG001SRJWN1,Common Stock,SGZ,,
13373,BBG000BF1HY7,SEGRO PLC,SGRO,LN,BBG000BF1H40,REIT,Equity,BBG001S639R1,REIT,SGRO,,
13374,BBG00F9WSHT7,SEGUE GROUP CO LTD,3968,JP,BBG00F9WSHT7,Common Stock,Equity,BBG00F9WSJC1,Common Stock,3968,,
13375,BBG000BSQLT9,SEI INVESTMENTS COMPANY,SEIC,US,BBG000BSQLT9,Common Stock,Equity,BBG001S5VZJ3,Common Stock,SEIC,,
13376,BBG000BQ9QF6,SEIBU ELECTRIC & MACHINERY,6144,JP,BBG000BQ9QF6,Common Stock,Equity,BBG001S6J0G5,Common Stock,6144,,
13377,BBG000HRFB28,SEIBU HOLDINGS INC,9024,JP,BBG000HRFB28,Common Stock,Equity,BBG001SP8QM1,Common Stock,9024,,
13378,BBG000BK93S6,SEIKAGAKU CORP,4548,JP,BBG000BK93S6,Common Stock,Equity,BBG001S6J397,Common Stock,4548,,
13379,BBG000BKQ6Y3,SEIKITOKYU KOGYO CO LTD,1898,JP,BBG000BKQ6Y3,Common Stock,Equity,BBG001S6F9J7,Common Stock,1898,,
13380,BBG000PLTTD6,SEIKO EPSON CORP,SE7,GR,BBG000PLTTD6,Common Stock,Equity,BBG001SLFYY2,Common Stock,SE7,,
13381,BBG000BMR0T7,SEIKO HOLDINGS CORP,8050,JP,BBG000BMR0T7,Common Stock,Equity,BBG001S6FYZ4,Common Stock,8050,,
13382,BBG000HR0K79,SEIKO PMC CORP,4963,JP,BBG000HR0K79,Common Stock,Equity,BBG001S9CF37,Common Stock,4963,,
13383,BBG000BN6JY1,SEINO HOLDINGS CO LTD,9076,JP,BBG000BN6JY1,Common Stock,Equity,BBG001S6G675,Common Stock,9076,,
13384,BBG000BJXB13,SEIREN CO LTD,3569,JP,BBG000BJXB13,Common Stock,Equity,BBG001S6CFJ6,Common Stock,3569,,
13385,BBG000BG5531,SEKISUI CHEMICAL CO LTD,4204,JP,BBG000BG5531,Common Stock,Equity,BBG001S6B9J1,Common Stock,4204,,
13386,BBG000BFTPN1,SEKISUI HOUSE LTD,1928,JP,BBG000BFTPN1,Common Stock,Equity,BBG001S6B5C6,Common Stock,1928,,
13387,BBG000BJGK76,SEKISUI JUSHI CORP,4212,JP,BBG000BJGK76,Common Stock,Equity,BBG001S6CB14,Common Stock,4212,,
13388,,,,,,,,,,,,
13389,BBG000F67813,SELAN EXPLORATION TECHNOLOGY,SXT,IN,BBG000F67813,Common Stock,Equity,BBG001S8HF61,Common Stock,SXT,,
13390,BBG000BNY936,SELCODIS,SLCO,FP,BBG000BNY8T0,Common Stock,Equity,BBG001S6T9S2,Common Stock,SLCO,,
13391,BBG001J19Q25,SELECTA BIOSCIENCES INC,SELB,US,BBG001J19Q25,Common Stock,Equity,BBG001V0FQQ0,Common Stock,SELB,,
13392,BBG000BSZ738,SELECTIVE INSURANCE GROUP,SIGI,US,BBG000BSZ738,Common Stock,Equity,BBG001S5W2R6,Common Stock,SIGI,,
13393,BBG00HTD5S50,SELF STORAGE GROUP ASA,SSG,NO,BBG00HTD5S41,Common Stock,Equity,BBG00HTD5S78,Common Stock,SSG,,
13394,BBG007WWZ1J7,SEMAFO INC,SMFCAD,XS,BBG007WWZ116,Common Stock,Equity,BBG001S8JG21,Common Stock,SMFCAD,,
13395,BBG000DM3VM0,SEMBA TOHKA INDUSTRIES CO,2916,JP,BBG000DM3VM0,Common Stock,Equity,BBG001S896N1,Common Stock,2916,,
13396,BBG000BDXSK8,SEMBCORP INDUSTRIES LTD,SBOA,GR,BBG000BDXSK8,Common Stock,Equity,BBG001S6T8X8,Common Stock,SBOA,,
13397,BBG000BPXX84,SEMBCORP MARINE LTD,SMM,SP,BBG000BPXX39,Common Stock,Equity,BBG001SDPCV0,Common Stock,SMM,,
13398,,,,,,,,,,,,
13399,BBG000BLGVL1,SEMCON AB,SEMC,SS,BBG000BLGVF8,Common Stock,Equity,BBG001S98XP9,Common Stock,SEMC,,
13400,BBG00JZ382T9,SEMGROUP CORP-CLASS A,SEMGUSD,XB,BBG00JZ382S0,Common Stock,Equity,BBG001T69WW7,Common Stock,SEMGUSD,,
13401,BBG0014JY744,SEMILEDS CORP/TW,LEDS,US,BBG0014JY744,Common Stock,Equity,BBG001TB7TM6,Common Stock,LEDS,,
13402,BBG005LBVCB7,SEMLER SCIENTIFIC INC,SMLR,US,BBG005LBVCB7,Common Stock,Equity,BBG005LBVC90,Common Stock,SMLR,,
13403,BBG000BC9KJ6,SEMPERIT AG HOLDING,SEM,AV,BBG000BC9K88,Common Stock,Equity,BBG001S69JD8,Common Stock,SEM,,
13404,BBG000C2ZCH8,SEMPRA ENERGY,SRE,US,BBG000C2ZCH8,Common Stock,Equity,BBG001SBVZ73,Common Stock,SRE,,
13405,BBG000DBKR53,SEMTECH CORP,SMTC,US,BBG000DBKR53,Common Stock,Equity,BBG001S7TWW4,Common Stock,SMTC,,
13406,BBG000BQGP42,SENETAS CORP LTD,SEN,AU,BBG000BQGP42,Common Stock,Equity,BBG001SD6047,Common Stock,SEN,,
13407,BBG00DKHH823,SENEX ENERGY LTD,SXYEUR,XS,BBG00DKHH7L4,Common Stock,Equity,BBG001S6MY59,Common Stock,SXYEUR,,
13408,BBG000BSX1G9,SENIOR PLC,SNR,LN,BBG000BSX0W3,Common Stock,Equity,BBG001S71JH0,Common Stock,SNR,,
13409,BBG00J3Q25V9,SENMIAO TECHNOLOGY LTD,AIHS,US,BBG00J3Q25V9,Common Stock,Equity,BBG00J3Q26K9,Common Stock,AIHS,,
13410,BBG000BYWLN5,SENNEN POTASH CORP,SN,CN,BBG000BYWLN5,Common Stock,Equity,BBG001SB5YC9,Common Stock,SN,,
13411,,,,,,,,,,,,
13412,BBG00JPGYW43,SENSATA TECHNOLOGIES HOLDING,ST,US,BBG00JPGYW43,Common Stock,Equity,BBG00JPGYWV3,Common Stock,ST,,
13413,BBG000R2MF34,SENSEN NETWORKS LTD,SNS,AU,BBG000R2MF34,Common Stock,Equity,BBG001ST0MH6,Common Stock,SNS,,
13414,BBG00BR4Q8D7,SENSEONICS HOLDINGS INC,SENS,US,BBG00BR4Q8D7,Common Stock,Equity,BBG00BR4Q8C8,Common Stock,SENS,,
13415,BBG00FD3H0C3,SENSERA LTD,SE1,AU,BBG00FD3H0C3,Common Stock,Equity,BBG00FD3H0L3,Common Stock,SE1,,
13416,BBG000BPTSY1,SENSHUKAI CO LTD,8165,JP,BBG000BPTSY1,Common Stock,Equity,BBG001S6GWB3,Common Stock,8165,,
13417,BBG000HDHCM3,SENSIENT TECHNOLOGIES CORP,SSF,GR,BBG000HDHCM3,Common Stock,Equity,BBG001SF0100,Common Stock,SSF,,
13418,BBG000VHZVR1,SENSIO TECHNOLOGIES INC,SNIOF,US,BBG000VHZVR1,Common Stock,Equity,BBG001SKFDP0,Common Stock,SNIOF,,
13419,BBG00K683BW8,SENSIRION HOLDING AG,SENS,SW,BBG00K683BW8,Common Stock,Equity,BBG00K683C38,Common Stock,SENS,,
13420,BBG000MJ9BZ1,SENSOR TECHNOLOGIES CORP,SENS,CN,BBG000MJ9BZ1,Common Stock,Equity,BBG001SKDP11,Common Stock,SENS,,
13421,BBG008F928Y9,SENSORION SA,ALSEN,FP,BBG007Z641R6,Common Stock,Equity,BBG007Z641T4,Common Stock,ALSEN,,
13422,BBG0074FZRZ0,SENSUS HEALTHCARE INC,SRTS,US,BBG0074FZRZ0,Common Stock,Equity,BBG0074FZS06,Common Stock,SRTS,,
13423,BBG000CM54W8,SENSYS GATSO GROUP AB,SENS,SS,BBG000CM4342,Common Stock,Equity,BBG001SF7P73,Common Stock,SENS,,
13424,,,,,,,,,,,,
13425,BBG000PR2FS6,SENTRY SEL PRIMARY METALS-A,SPMLF,US,BBG000PR2FS6,Closed-End Fund,Equity,BBG001SR9SC3,Mutual Fund,SPMLF,,
13426,BBG000C8JFR5,SENTRY TECHNOLOGY CORP,SKVY,US,BBG000C8JFR5,Common Stock,Equity,BBG001SF4RY2,Common Stock,SKVY,,
13427,BBG000BCLNH8,SENVEST CAPITAL INC,SEC,CN,BBG000BCLNH8,Common Stock,Equity,BBG001S609T2,Common Stock,SEC,,
13428,BBG000NZKHQ8,SEPHAKU HOLDINGS LTD,SEP,SJ,BBG000NZKGC5,Common Stock,Equity,BBG001T5DHR3,Common Stock,SEP,,
13429,BBG000BFZ9D1,SEPTENI HOLDINGS CO LTD,4293,JP,BBG000BFZ9D1,Common Stock,Equity,BBG001S7MB20,Common Stock,4293,,
13430,BBG006R426B0,SEQUA PETROLEUM NV,MLSEQ,FP,BBG005P9XQK5,Common Stock,Equity,BBG005P9XQL4,Common Stock,MLSEQ,,
13431,,,,,,,,,,,,
13432,BBG000BHLQ53,SEQUENT SCIENTIFIC LTD,SEQ,IN,BBG000BHLQ53,Common Stock,Equity,BBG001S85370,Common Stock,SEQ,,
13433,BBG000BC4112,SEQUOIA FINANCIAL GROUP LTD,SEQ,AU,BBG000BC4112,Common Stock,Equity,BBG001S6N748,Common Stock,SEQ,,
13434,BBG000BX3FN2,SERABI GOLD PLC,SRBIF,US,BBG000BX3FN2,Common Stock,Equity,BBG001SC1NV4,Common Stock,SRBIF,,
13435,BBG000BF2MT1,SERCO GROUP PLC,SRP,LN,BBG000BF2M20,Common Stock,Equity,BBG001S63CT2,Common Stock,SRP,,
13436,BBG0099X6859,SERES THERAPEUTICS INC,MCRB,US,BBG0099X6859,Common Stock,Equity,BBG0099X6868,Common Stock,MCRB,,
13437,BBG006M2D3D2,SERGE FERRARI GROUP,SEFER,FP,BBG002VYTY55,Common Stock,Equity,BBG002VYTY64,Common Stock,SEFER,,
13438,BBG000N2VJL0,SERIA CO LTD,SAOGF,US,BBG000N2VJL0,Common Stock,Equity,BBG001SKM4V5,Common Stock,SAOGF,,
13439,BBG000N72MR8,SERICA ENERGY PLC,SQZZF,US,BBG000N72MR8,Common Stock,Equity,BBG001S5XTR6,Common Stock,SQZZF,,
13440,BBG000QTWC32,SERINUS ENERGY PLC,SEN,PW,BBG000QTWBZ9,Common Stock,Equity,BBG001S7ZFY2,Common Stock,SEN,,
13441,BBG006L0S136,SERKO LTD,SKO,NZ,BBG006L0S118,Common Stock,Equity,BBG006L0S127,Common Stock,SKO,,
13442,BBG000CDMG98,SERNOVA CORP,SVA,CN,BBG000CDMG98,Common Stock,Equity,BBG001SDZGD0,Common Stock,SVA,,
13443,BBG00563QDY1,SERSTECH AB,SERT,SF,BBG00563QDT7,Common Stock,Equity,BBG00563QDS8,Common Stock,SERT,,
13444,BBG000C3X5V7,SERVCORP LTD,SRV,AU,BBG000C3X5V7,Common Stock,Equity,BBG001SDH820,Common Stock,SRV,,
13445,BBG00BKN88K4,SERVERWORKS CO LTD,4434,JP,BBG00BKN88K4,Common Stock,Equity,BBG00BKN88L3,Common Stock,4434,,
13446,BBG000BTHH16,SERVICE CORP INTERNATIONAL,SCI,US,BBG000BTHH16,Common Stock,Equity,BBG001S5WBJ5,Common Stock,SCI,,
13447,BBG000PLXDY3,SERVICE STREAM LTD,SSM,AU,BBG000PLXDY3,Common Stock,Equity,BBG001SLG253,Common Stock,SSM,,
13448,BBG0029HRCD8,SERVICE TEAM INC,SVTE,US,BBG0029HRCD8,Common Stock,Equity,BBG0029HRD82,Common Stock,SVTE,,
13449,BBG000M1R011,SERVICENOW INC,NOW,US,BBG000M1R011,Common Stock,Equity,BBG001T4JFC0,Common Stock,NOW,,
13450,BBG001LRXKQ5,SERVICESOURCE INTERNATIONAL,6SS,GF,BBG001LRXKP6,Common Stock,Equity,BBG001TWQKD8,Common Stock,6SS,,
13451,BBG000FB8PF8,SERVISFIRST BANCSHARES INC,SFBS,US,BBG000FB8PF8,Common Stock,Equity,BBG001T2HRB1,Common Stock,SFBS,,
13452,BBG00HD398J4,SERVOTECH POWER SYSTEMS LTD,SERVOTEC,IN,BBG00HD398J4,Common Stock,Equity,BBG00HD398P7,Common Stock,SERVOTEC,,
13453,BBG000BTPZ26,SERVOTRONICS INC,SVT,US,BBG000BTPZ26,Common Stock,Equity,BBG001S5WH20,Common Stock,SVT,,
13454,BBG001RWKHW2,SESA SPA,SES,IM,BBG001RWKH61,Common Stock,Equity,BBG001V2JQC7,Common Stock,SES,,
13455,BBG001J2N453,SESEN BIO INC,SESN,US,BBG001J2N453,Common Stock,Equity,BBG001V0GC35,Common Stock,SESN,,
13456,BBG000CS4HW7,SETCO AUTOMOTIVE LTD,SETC,IN,BBG000CS4HW7,Common Stock,Equity,BBG001S83GP3,Common Stock,SETC,,
13457,BBG000BWDGY9,SETO HOLDINGS INC,SETO,US,BBG000BWDGY9,Common Stock,Equity,BBG001S77FM6,Common Stock,SETO,,
13458,BBG000RLFJJ5,SEVEN ARTS ENTERTAINMENT INC,SAPX,US,BBG000RLFJJ5,Common Stock,Equity,BBG001SK08L1,Common Stock,SAPX,,
13459,,,,,,,,,,,,
13460,,,,,,,,,,,,
13461,BBG000JJKDN1,SEVERN TRENT PL-SPON ADR,STRNY,US,BBG000JJKDN1,ADR,Equity,BBG001T2PP26,Depositary Receipt,STRNY,,
13462,BBG000FDR567,SEVERSTAL PJSC,CHMF,RU,BBG000FDR567,Common Stock,Equity,BBG001S8JNY1,Common Stock,CHMF,,
13463,,,,,,,,,,,,
13464,BBG000HG6B95,SF URBAN PROPERTIES AG,SFPN,SW,BBG000HG6B95,Common Stock,Equity,BBG001SP6C26,Common Stock,SFPN,,
13465,BBG000NVXKJ4,SFC ENERGY AG-BR,F3C,GR,BBG000NVXKJ4,Common Stock,Equity,BBG001SQRGC1,Common Stock,F3C,,
13466,BBG006R3W3W3,SFUND INTERNATIONAL HOLDINGS,1367,HK,BBG001BWCWV6,Common Stock,Equity,BBG001TVJHH1,Common Stock,1367,,
13467,BBG005XV69Q9,SG FLEET GROUP LTD,SGF,AU,BBG005XV69Q9,Common Stock,Equity,BBG005XV69P0,Common Stock,SGF,,
13468,BBG00G3QPC72,SG GROUP HOLDINGS LTD,1657,HK,BBG00G3QPC63,Common Stock,Equity,BBG00G3QPC81,Common Stock,1657,,
13469,BBG000L995S5,SG HOLDINGS CO LTD,9143,JP,BBG000L995S5,Common Stock,Equity,BBG001T47XV3,Common Stock,9143,,
13470,BBG000D3Y732,SGIS SONGSHAN CO LTD-A,000717,CH,BBG000D3Y732,Common Stock,Equity,BBG001SJWKH7,Common Stock,000717,,
13471,BBG000BHR3B1,SGS SA-REG,SGSN,SW,BBG000BHR3B1,Common Stock,Equity,BBG001S6P7Q2,Common Stock,SGSN,,
13472,BBG00FLQPFB2,SH GROUP HOLDINGS LTD,1637,HK,BBG00FLQPF95,Common Stock,Equity,BBG00FLQPFC1,Common Stock,1637,,
13473,BBG002NK4LW9,SH KELKAR & CO LTD,SHKL,IN,BBG002NK4LW9,Common Stock,Equity,BBG002NK4LX8,Common Stock,SHKL,,
13474,BBG000LFT3T3,SHAANXI AEROSPACE POWER HI-A,600343,CH,BBG000LFT3T3,Common Stock,Equity,BBG001SJZRG0,Common Stock,600343,,
13475,BBG002183Z23,SHAANXI COAL INDUSTRY CO L-A,601225,CH,BBG002183Z23,Common Stock,Equity,BBG002183Z32,Common Stock,601225,,
13476,BBG000BZ9759,SHAANXI FENGHUO ELECTRONIC-A,000561,CH,BBG000BZ9759,Common Stock,Equity,BBG001SJW866,Common Stock,000561,,
13477,BBG001CL18M4,SHAANXI HEIMAO COKING CO-A,601015,CH,BBG001CL18M4,Common Stock,Equity,BBG001TY82G1,Common Stock,601015,,
13478,BBG000BF1332,SHAFTESBURY PLC,SHB,LN,BBG000BF12X1,REIT,Equity,BBG001S638G5,REIT,SHB,,
13479,BBG000CZGDZ4,SHAH ALLOYS LTD,SA,IN,BBG000CZGDZ4,Common Stock,Equity,BBG001S84N59,Common Stock,SA,,
13480,BBG0063GCHH8,SHAKE SHACK INC - CLASS A,SHAK,US,BBG0063GCHH8,Common Stock,Equity,BBG0063GCHJ6,Common Stock,SHAK,,
13481,BBG000BY28Z4,SHAKTI PUMPS (INDIA) LTD,SKPI,IN,BBG000BY28Z4,Common Stock,Equity,BBG001S7DPK9,Common Stock,SKPI,,
13482,BBG000MCPY51,SHALAG INDUSTRIES LTD,SALG,IT,BBG000MCPWQ2,Common Stock,Equity,BBG001SKC4D6,Common Stock,SALG,,
13483,BBG009BWJGS1,SHALBY LTD,SHALBY,IN,BBG009BWJGS1,Common Stock,Equity,BBG009BWJGT0,Common Stock,SHALBY,,
13484,BBG000CZGH30,SHALIMAR PAINTS LTD,SHP,IN,BBG000CZGH30,Common Stock,Equity,BBG001S84N68,Common Stock,SHP,,
13485,,,,,,,,,,,,
13486,BBG000BBJHD0,SHAMARAN PETROLEUM CORP,SNM,CN,BBG000BBJHD0,Common Stock,Equity,BBG001S5ZBY5,Common Stock,SNM,,
13487,BBG00LZGWB81,SHANDONG GOLD MINING CO LT-H,1787,HK,BBG00LZGWB72,Common Stock,Equity,BBG00LZGWB90,Common Stock,1787,,
13488,BBG000GBWPK4,SHANDONG HAIHUA CO-A,000822,CH,BBG000GBWPK4,Common Stock,Equity,BBG001SJWMS1,Common Stock,000822,,
13489,BBG00DYKW7Z0,SHANDONG INTERNATIONAL TRU-H,1697,HK,BBG00DYKW7Y1,Common Stock,Equity,BBG00DYKW806,Common Stock,1697,,
13490,BBG001V6HNH2,SHANDONG LINGLONG TYRE CO -A,601966,CH,BBG001V6HNH2,Common Stock,Equity,BBG001V6HNL7,Common Stock,601966,,
13491,BBG000DKX3H9,SHANDONG NANSHAN ALUMINUM-A,600219,CH,BBG000DKX3H9,Common Stock,Equity,BBG001SDMNW8,Common Stock,600219,,
13492,BBG000GMM990,SHANDONG WEIGAO GP MEDICAL-H,UK2,GR,BBG000GMM990,Common Stock,Equity,BBG001SH9PV0,Common Stock,UK2,,
13493,BBG000HQT2K5,SHANDONG XINCHAO ENERGY CO-A,600777,CH,BBG000HQT2K5,Common Stock,Equity,BBG001S9C664,Common Stock,600777,,
13494,BBG000BBCTH7,SHANGHAI AJ GROUP CO LTD-A,600643,CH,BBG000BBCTH7,Common Stock,Equity,BBG001S5YF04,Common Stock,600643,,
13495,BBG000BG5Q99,SHANGHAI BAILIAN GROUP CO-A,600827,CH,BBG000BG5Q99,Common Stock,Equity,BBG001S361F5,Common Stock,600827,,
13496,BBG000BKDK21,SHANGHAI BAOSIGHT SOFTWARE-A,600845,CH,BBG000BKDK21,Common Stock,Equity,BBG001S7YVP8,Common Stock,600845,,
13497,BBG001CKXQL2,SHANGHAI BEITE TECHNOLOGY -A,603009,CH,BBG001CKXQL2,Common Stock,Equity,BBG001TY4JF9,Common Stock,603009,,
13498,BBG000BQ5HZ8,SHANGHAI BELLING CO LTD-A,600171,CH,BBG000BQ5HZ8,Common Stock,Equity,BBG001S9FQS3,Common Stock,600171,,
13499,BBG000C3NB45,SHANGHAI CONSTRUCTION GROU-A,600170,CH,BBG000C3NB45,Common Stock,Equity,BBG001SBX7R1,Common Stock,600170,,
13500,BBG000Q25HL0,SHANGHAI ELECTRIC GRP CO L-H,SIELF,US,BBG000Q25HL0,Common Stock,Equity,BBG001SM31X6,Common Stock,SIELF,,
13501,BBG000BVLN77,SHANGHAI ELECTRIC POWER CO-A,600021,CH,BBG000BVLN77,Common Stock,Equity,BBG001SCFN85,Common Stock,600021,,
13502,BBG000TQ4LH1,SHANGHAI ENVIRONMENT GROUP-A,601200,CH,BBG000TQ4LH1,Common Stock,Equity,BBG001T0CPN1,Common Stock,601200,,
13503,BBG000R1K1Y5,SHANGHAI FILM CO LTD -A,601595,CH,BBG000R1K1Y5,Common Stock,Equity,BBG001T8ZSZ0,Common Stock,601595,,
13504,,,,,,,,,,,,
13505,BBG000BHRF97,SHANGHAI HUAYI GROUP CORP -A,600623,CH,BBG000BHRF97,Common Stock,Equity,BBG001S7MCJ0,Common Stock,600623,,
13506,BBG000GMM3L9,SHANGHAI INDUSTRIAL HLDG LTD,363,HK,BBG000GMM348,Common Stock,Equity,BBG001S8XB08,Common Stock,363,,
13507,BBG000BCHCY8,SHANGHAI INTERNATIONAL AIR-A,600009,CH,BBG000BCHCY8,Common Stock,Equity,BBG001S6JP70,Common Stock,600009,,
13508,BBG000GTZ4F5,SHANGHAI JAHWA UNITED CO -A,600315,CH,BBG000GTZ4F5,Common Stock,Equity,BBG001SHFH87,Common Stock,600315,,
13509,BBG000BFXTW8,SHANGHAI JINFENG WINE CO L-A,600616,CH,BBG000BFXTW8,Common Stock,Equity,BBG001S7M9W2,Common Stock,600616,,
13510,BBG00MP13070,SHANGHAI JUNSHI BIOSCIENCE-H,1877,HK,BBG00MP13061,Common Stock,Equity,BBG00MP13089,Common Stock,1877,,
13511,BBG000BKDP84,SHANGHAI LINGANG HOLDINGS-A,600848,CH,BBG000BKDP84,Common Stock,Equity,BBG001S7YVS5,Common Stock,600848,,
13512,BBG000BHMQZ9,SHANGHAI MALING AQUARIUS-A,600073,CH,BBG000BHMQZ9,Common Stock,Equity,BBG001S817L9,Common Stock,600073,,
13513,BBG0015W4KX6,SHANGHAI PHARMACEUTICALS-H,2607,HK,BBG0015W4KW7,Common Stock,Equity,BBG001TC6PB5,Common Stock,2607,,
13514,BBG000BFY7G3,SHANGHAI SHENDA CO LTD-A,600626,CH,BBG000BFY7G3,Common Stock,Equity,BBG001S7MCN5,Common Stock,600626,,
13515,BBG000BKCLG5,SHANGHAI SHIMAO CO LTD-A,600823,CH,BBG000BKCLG5,Common Stock,Equity,BBG001S7YTR1,Common Stock,600823,,
13516,BBG000BFY2M7,SHANGHAI TIANCHEN CO LTD -A,600620,CH,BBG000BFY2M7,Common Stock,Equity,BBG001S7MB02,Common Stock,600620,,
13517,BBG000KSMZ94,SHANGHAI TURBO ENTERPRISES,SHTE,SP,BBG000KSMYH8,Common Stock,Equity,BBG001SPNBW6,Common Stock,SHTE,,
13518,BBG000BKCN71,SHANGHAI XINHUA MEDIA CO L-A,600825,CH,BBG000BKCN71,Common Stock,Equity,BBG001S7YTY3,Common Stock,600825,,
13519,BBG00G6XHG56,SHANKARA BUILDING PRODUCTS L,SHANKARA,IN,BBG00G6XHG56,Common Stock,Equity,BBG00G6XHGB9,Common Stock,SHANKARA,,
13520,,,,,,,,,,,,
13521,BBG00L4JMBB6,SHANSHAN BRAND MANAGEMENT -H,1749,HK,BBG00L4JMB99,Common Stock,Equity,BBG00L4JMBC5,Common Stock,1749,,
13522,BBG000HBMT71,SHANTA GOLD LTD,SHG,LN,BBG000HBMSL7,Common Stock,Equity,BBG001SP5988,Common Stock,SHG,,
13523,BBG000CZHPQ6,SHANTHI GEARS LTD,SG,IN,BBG000CZHPQ6,Common Stock,Equity,BBG001S84NB2,Common Stock,SG,,
13524,BBG001C9NC20,SHANTOU DONGFENG PRINTING -A,601515,CH,BBG001C9NC20,Common Stock,Equity,BBG001TWQC91,Common Stock,601515,,
13525,BBG000PV6SM1,SHANXI COAL INTERNATIONAL -A,600546,CH,BBG000PV6SM1,Common Stock,Equity,BBG001SLT1B4,Common Stock,600546,,
13526,BBG000BFXVZ0,SHANXI GUOXIN ENERGY CORP-A,600617,CH,BBG000BFXVZ0,Common Stock,Equity,BBG001S7M9X1,Common Stock,600617,,
13527,BBG000D3Q429,SHANXI MEIJIN ENERGY CO LT-A,000723,CH,BBG000D3Q429,Common Stock,Equity,BBG001SJWC49,Common Stock,000723,,
13528,BBG002G93184,SHARC INTERNATIONAL SYSTEMS,SHRC,CN,BBG002G93184,Common Stock,Equity,BBG002G931W7,Common Stock,SHRC,,
13529,BBG006SZ83G6,SHARDA CROPCHEM LTD,SHCR,IN,BBG006SZ83G6,Common Stock,Equity,BBG006SZ83H5,Common Stock,SHCR,,
13530,BBG001CK5H60,SHARDA MOTOR INDUSTRIES LTD,SHMO,IN,BBG001CK5H60,Common Stock,Equity,BBG001TXRJM8,Common Stock,SHMO,,
13531,BBG000D28412,SHAREHOLDER VALUE BET AG,SVE,GR,BBG000D28412,Common Stock,Equity,BBG001SG1XC4,Common Stock,SVE,,
13532,,,,,,,,,,,,
13533,BBG000BGL515,SHARP CORP,6753,JP,BBG000BGL515,Common Stock,Equity,BBG001S6BFP0,Common Stock,6753,,
13534,BBG000BVY2F0,SHARPE RESOURCES CORP,SHGP,US,BBG000BVY2F0,Common Stock,Equity,BBG001S8BF21,Common Stock,SHGP,,
13535,BBG000FVFCC8,SHARPS COMPLIANCE CORP,SMED,US,BBG000FVFCC8,Common Stock,Equity,BBG001SBYFK9,Common Stock,SMED,,
13536,,,,,,,,,,,,
13537,BBG00D24CCT9,SHAVER SHOP GROUP LTD,SSG,AU,BBG00D24CCT9,Common Stock,Equity,BBG00D24CCV6,Common Stock,SSG,,
13538,BBG000Q6BZK5,SHAW BROTHERS HOLDINGS LTD,953,HK,BBG000Q6BZ89,Common Stock,Equity,BBG001T6M9Z0,Common Stock,953,,
13539,BBG000BBP6J1,SHAW COMMUNICATIONS INC-B,SJR,US,BBG000BBP6J1,Common Stock,Equity,BBG001S5W3K1,Common Stock,SJR,,
